API WELL  NUMBER,Production Year,OWNER NAME,COUNTY,TOWNSHIP,WELL NAME,WELL NUMBER,OIL,GAS,BRINE
34013205830000,2020,DIVERSIFIED PRODUCTION LLC,BELMONT,WASHINGTON,BOAN/MARCUM     2-1,2-1,0,0,0
34013206190000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD GAS UNIT B     1H-17,1H-17,0,0,0
34013206200000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD GAS UNIT A     1H-17,1H-17,0,0,0
34013206530000,2020,XTO ENERGY INC.,BELMONT,MEAD,KALDOR     2H,2H,240,6923,225
34013206540100,2020,XTO ENERGY INC.,BELMONT,MEAD,KALDOR     1H,1H,0,147097,2511
34013206570100,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,SHUGERT     1-1H,1-1H,0,123035,830
34013206580100,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,SHUGERT     1-12H,1-12H,54,288690,4380
34013206600100,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CAPSTONE HOLDINGS     2H-9,2H-9,0,193272,871
34013206610000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD GAS UNIT C     1H-17,1H-17,0,255755,2222
34013206680100,2020,ASCENT RESOURCES UTICA LLC,BELMONT,UNION,BEDWAY N UNN BL     1H,1H,0,268040,1771
34013206700100,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,STUTZMAN     1-14H,1-14H,0,285406,2692
34013206720000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCCORT     1-28H,1-28H,0,330479,3279
34013206730000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CAPSTONE HOLDINGS     3H-9,3H-9,0,353066,1589
34013206740000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BOLTON     1-29H,1-29H,0,253106,1736
34013206750100,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,IRONS     1-4H,1-4H,0,164920,2837
34013206770000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCCORT     2-28H,2-28H,0,351752,3431
34013206790000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,LUDE # 1H-34,1H-34,0,439562,2970
34013206800000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,IRONS     2-4H,2-4H,0,138846,1282
34013206810000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,EAGLE CREEK     1-26H,1-26H,0,284309,1896
34013206820000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCCORT     3-28H,3-28H,0,329312,3577
34013206830000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,INHERST     2-14H,2-14H,0,373369,5074
34013206840000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,INHERST     1-14H,1-14H,0,364391,6402
34013206850000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,EAGLE CREEK     2-26H,2-26H,0,406413,1199
34013206870000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,EAGLE CREEK     3-26H,3-26H,0,357730,2505
34013206880000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,SHUGERT     3-1H,3-1H,0,364305,907
34013206890000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,SHUGERT     2-1H,2-1H,0,203263,835
34013206900000,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,SHUGERT     3-12H,3-12H,20,478518,3792
34013206910000,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,SHUGERT     2-12H,2-12H,28,131154,1460
34013206930000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,INHERST     3-14H,3-14H,0,668620,8626
34013206960000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCCORT     4-28H,4-28H,0,457399,4173
34013206970000,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,SHUGERT     4-12H,4-12H,88,537148,2499
34013206990000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,STUTZMAN     3-14H,3-14H,0,475270,7906
34013207030000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BOLTON # 3-29H,3-29H,0,380802,1119
34013207040000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BOLTON     2-29H,2-29H,0,241304,2056
34013207050000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALABROSS KKW BL     6H,6H,506,70611,1054
34013207060000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,SHUGERT     4-1H,4-1H,0,152794,813
34013207070000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,FAMILY     3-32H,3-32H,0,314534,1481
34013207080000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,FAMILY     2-32H,2-32H,0,175757,842
34013207090000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,FAMILY     1-32H,1-32H,0,386818,1760
34013207110000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALBATROSS KKW BL     2H,2H,474,60534,1013
34013207120000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALBATROSS KKW BL     4H,4H,1184,147809,2471
34013207130000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALABTROSS KKW BL     8H,8H,786,109390,1658
34013207150000,2020,RICE DRILLING D LLC,BELMONT,SMITH,BIGFOOT     9H,9H,0,1054581,15958
34013207160000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,WESLEY     2-8H,2-8H,7,458904,5877
34013207170000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,WESLEY     1-8H,1-8H,6,489065,5068
34013207190000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     1H,1H,0,290035,3638
34013207210000,2020,RICE DRILLING D LLC,BELMONT,SMITH,BLUE THUNDER     10H,10H,0,787022,11149
34013207220000,2020,RICE DRILLING D LLC,BELMONT,SMITH,BLUE THUNDER     12H,12H,0,325246,4782
34013207250000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     9H,9H,12,187707,2171
34013207260000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     3H,3H,23,140978,2107
34013207270000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     5H,5H,225,409635,4359
34013207280000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     7H,7H,557,86101,46
34013207290000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,SMITH,SMITH A     1H-12,1H-12,0,267013,2852
34013207300000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,WHEELING A     5H-9,5H-9,0,388810,1781
34013207310000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,PERKINS     4-4H,4-4H,0,417092,3469
34013207320000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,PERKINS     3-4H,3-4H,0,228852,2743
34013207330000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,PERKINS     2-4H,2-4H,0,310917,2274
34013207340000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,PERKINS     1-4H,1-4H,0,321430,653
34013207350000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,RICHLAND  B     2H-34,2H-34,0,283980,2024
34013207370000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,AMANDA     1-14H,1-14H,0,636228,2417
34013207400000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,AMANDA     4-14H,4-14H,0,747462,2511
34013207410000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BAHMER     3-30H,3-30H,0,579562,3612
34013207420000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BAHMER     2-30H,2-30H,0,389685,4153
34013207430000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BAHMER     1-30H,1-30H,0,552328,3895
34013207460000,2020,RICE DRILLING D LLC,BELMONT,SMITH,GOLD DIGGER     1H,1H,0,998916,22042
34013207470000,2020,RICE DRILLING D LLC,BELMONT,SMITH,GOLD DIGGER     3H,3H,0,901508,20223
34013207480000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,HAYES     3-1H,3-1H,0,367075,2159
34013207490000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,HAYES     1-1H,1-1H,0,368675,1623
34013207500000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,HAYES     2-1H,2-1H,0,217978,1424
34013207510000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,HAYES     4-1H,4-1H,0,238504,1553
34013207520000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BROTHERS     1-36H,1-36H,0,294914,3552
34013207530000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BROTHERS     2-36H,2-36H,0,243496,1586
34013207540000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,BROTHERS     3-36H,3-36H,0,327892,2766
34013207570100,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,DUVALL     1-5H,1-5H,0,420417,3670
34013207580000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,DUVALL     2-5H,2-5H,0,343889,3782
34013207590000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,DUVALL     3-5H,3-5H,0,383036,4449
34013207610000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,TRIPLE B     1-21H,1-21H,0,279672,1375
34013207620000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,TRIPLE B     2-21H,2-21H,0,373528,1443
34013207630000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,TRIPLE B     3-21H,3-21H,0,309800,1410
34013207640000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,SANDRA     1-31H,1-31H,0,339655,1388
34013207650000,2020,GULFPORT APPALACHIA LLC,BELMONT,UNION,SANDRA     2-31H,2-31H,0,415044,1751
34013207670000,2020,XTO ENERGY INC.,BELMONT,RICHLAND,COOK UNIT     2H,2H,0,466806,3003
34013207680000,2020,XTO ENERGY INC.,BELMONT,YORK,SCHNEGG UNIT B     3H,3H,0,337954,6695
34013207690000,2020,XTO ENERGY INC.,BELMONT,YORK,SCHNEGG UNIT C     5H,5H,0,814138,9379
34013207700000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT     7H,7H,0,186493,2556
34013207710000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT     3H,3H,0,149817,5733
34013207720000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT     1H,1H,0,243336,3796
34013207760000,2020,XTO ENERGY INC.,BELMONT,MEAD,KALDOR UNIT B     8H,8H,0,413198,3543
34013207780000,2020,RICE DRILLING D LLC,BELMONT,SMITH,SON-UVA DIGGER     3H,3H,0,840390,12356
34013207790000,2020,RICE DRILLING D LLC,BELMONT,SMITH,SON-UVA DIGGER     1H,1H,0,653130,9608
34013207800000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LORNA     1C,1C,0,490142,1597
34013207820000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LORNA     2A,2A,0,599394,2404
34013207830000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,SWALLIE 210041     1C,1C,1,443655,1751
34013207840000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,SWALLIE 210041     2B,2B,1,308932,2137
34013207850000,2020,XTO ENERGY INC.,BELMONT,WASHINGTON,PAVICH UNIT     1H,1H,0,320429,6423
34013207890000,2020,XTO ENERGY INC.,BELMONT,WASHINGTON,PAVICH UNIT     5H,5H,0,984289,17088
34013207900000,2020,XTO ENERGY INC.,BELMONT,WASHINGTON,PAVICH UNIT     3H,3H,0,1230326,18402
34013207910000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,STRONZ 210170     6A,6A,0,56962,896
34013207920000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,STRONZ 210170     1C,1C,0,395793,4968
34013207930000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,STRONZ 210170     3B,3B,0,556580,6821
34013207940000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,STRONZ 210233     4B,4B,0,469499,5629
34013207960000,2020,GULFPORT APPALACHIA LLC,BELMONT,WAYNE,STRONZ 210233     2C,2C,0,65755,564
34013207970000,2020,RICE DRILLING D LLC,BELMONT,SMITH,MOHAWK WARRIOR     12H,12H,0,1058827,11503
34013207980000,2020,RICE DRILLING D LLC,BELMONT,SMITH,MOHAWK WARRIOR     10H,10H,0,635619,6928
34013207990000,2020,RICE DRILLING D LLC,BELMONT,SMITH,MOHAWK WARRIOR     8H,8H,0,1156463,12568
34013208000000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LEPLEY 201218     3E,3E,0,165760,2232
34013208010000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LEPLEY 210218     5D,5D,0,154973,2704
34013208020000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LEPLEY 210218     1F,1F,0,228062,1757
34013208030000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LEPLEY 210218     2C,2C,0,369624,1703
34013208040000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LEPLEY 210218     6A,6A,0,342646,2140
34013208050000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,LEPLEY 210218     4B,4B,0,294292,2276
34013208070000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT B     2H,2H,0,74800,2370
34013208080000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT B     8H,8H,0,1177798,11058
34013208090000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT B     6H,6H,0,1143682,19292
34013208100000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,UNION,BEDWAY N UNN BL     5H,5H,0,422603,1149
34013208110000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,UNION,BEDWAY N UNN BL     3H,3H,0,380271,1929
34013208120000,2020,XTO ENERGY INC.,BELMONT,MEAD,ALBRIGHT UNIT     2H,2H,0,270657,2921
34013208130000,2020,XTO ENERGY INC.,BELMONT,MEAD,ALBRIGHT UNIT     4H,4H,0,370205,5185
34013208140000,2020,XTO ENERGY INC.,BELMONT,MEAD,ALBRIGHT UNIT     6H,6H,0,234117,3633
34013208170000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,KRAZY TRAIN     4H,4H,0,982279,13548
34013208180000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,KRAZY TRAIN     2H,2H,0,815235,11290
34013208200000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,RAZIN KANE     2H,2H,0,507883,8124
34013208210000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,RAZIN KANE     4H,4H,0,365788,5906
34013208220000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,RAZIN KANE     6H,6H,0,430158,6888
34013208230000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCLAUGHLIN 210272     3A,3A,0,282851,2334
34013208240000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCLAUGHLIN 210272     4B,4B,0,381506,2370
34013208250000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCLAUGHLIN 210168     2B,2B,0,413601,1137
34013208270000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,THUNDERSTRUCK     4H,4H,0,875194,23530
34013208280000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,THUNDERSTRUCK     6H,6H,0,701521,19020
34013208300000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,THUNDERSTRUCK     8H,8H,0,859473,23328
34013208320000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     9H,9H,0,445050,2034
34013208330000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     11H,11H,0,493364,2255
34013208340000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     7H,7H,586,358997,2164
34013208350000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     1H,1H,1112,384133,2307
34013208360000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     5H,5H,696,339063,2051
34013208370000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     3H,3H,1503,320432,1935
34013208380000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     9H,9H,1336,279685,1693
34013208440000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     6H,6H,0,463958,2148
34013208450000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,MADUSA     4H,4H,0,1162252,24624
34013208470000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,MADUSA     2H,2H,0,1304510,27490
34013208480000,2020,XTO ENERGY INC.,BELMONT,YORK,WEST UNIT     1H,1H,0,258029,6587
34013208490000,2020,XTO ENERGY INC.,BELMONT,YORK,WEST UNIT     5H,5H,0,1097803,16193
34013208500000,2020,XTO ENERGY INC.,BELMONT,YORK,NORTH WEST UNIT     2H,2H,0,1562055,14883
34013208510000,2020,XTO ENERGY INC.,BELMONT,RICHLAND,KEMPER B UNIT     8H,8H,0,234481,4553
34013208520000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     4H,4H,0,500211,2277
34013208530000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     5H,5H,4,551906,2531
34013208540000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,EDGE 210126     5C,5C,0,166996,2063
34013208550000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,EDGE 210126     2A,2A,0,312898,2124
34013208560000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,EDGE 210126     4B,4B,0,386043,1737
34013208570000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,EDGE 210126     3D,3D,0,172238,2762
34013208580000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,EDGE 210021     1D,1D,0,529900,2195
34013208590000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,SMITH,EUREKA SMT BL     6H-A,6H-A,0,215855,2644
34013208600000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,SMITH,EUREKA SMT BL     2H-A,2H-A,0,840830,8550
34013208610000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B W RCH BL     1H,1H,0,260580,773
34013208630000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B E RCH BL     7H,7H,0,269972,1203
34013208640000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B E RCH BL     5H,5H,0,236194,931
34013208660000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,EDGE 210022     6D,6D,0,478956,1635
34013208680000,2020,XTO ENERGY INC.,BELMONT,MEAD,REITZ UNIT     5H,5H,0,730035,8169
34013208690000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,THUNDERSTRUCK     2H-A,2H-A,0,410009,10614
34013208700000,2020,RICE DRILLING D LLC,BELMONT,SMITH,SON-UVA DIGGER     5H-A,5H-A,0,688961,10038
34013208710000,2020,XTO ENERGY INC.,BELMONT,RICHLAND,KEMPER A UNIT     1H,1H,0,478278,5199
34013208720000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE C N YRK BL     9H,9H,0,835664,3605
34013208730000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE C N YRK BL     7H,7H,0,675018,3631
34013208740000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,THUNDERSTRUCK     10H-A,10H-A,0,1054651,27502
34013208750000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,CLARK 210128     3D,3D,0,501800,2757
34013208760000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B E RCH BL     9H,9H,0,333979,1487
34013208770000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE B N YRK BL     5H-A,5H-A,0,742351,10400
34013208780000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,DRAGONS BREATH     1H,1H,0,1038946,25772
34013208790000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,DRAGONS BREATH     3H,3H,0,1010371,25054
34013208800000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,DRAGONS BREATH     5H,5H,0,843510,21113
34013208810000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,DRAGONS BREATH     7H,7H,0,797852,19346
34013208820000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,FRANCIS 210045     1A,1A,5,447781,4856
34013208830000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,FRANCIS 210045     2B,2B,4,370666,4536
34013208840000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,FRANCIS 210226     3A,3A,4,572887,5052
34013208850000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,MCLAUGHLIN 210168     5A,5A,0,124719,5094
34013208860000,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,CATTLE 210198     2B,2B,1,571903,1370
34013208870000,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,CATTLE 210198     1A,1A,1,815270,1497
34013208880000,2020,GULFPORT APPALACHIA LLC,BELMONT,WARREN,CATTLE 210198     3C,3C,1,541279,1468
34013208890000,2020,XTO ENERGY INC.,BELMONT,RICHLAND,WRIGHT UNIT A     7H,7H,0,408029,23709
34013208900000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,CLARK 210128     4C,4C,0,240167,5098
34013208910000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,CLARK 210128     5B,5B,0,248002,3555
34013208920000,2020,GULFPORT APPALACHIA LLC,BELMONT,SOMERSET,CLARK 210128     6A,6A,0,441194,7620
34013208930100,2020,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,POL PES BL     1H,1H,0,723360,957
34013208940000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,POL PES BL     3H,3H,0,577841,2717
34013208950000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,POL PES BL     5H,5H,0,640606,5559
34013208960000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE A N YRK BL     1H,1H,0,596299,4831
34013208970000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE B N YRK BL     3H,3H,0,572184,7175
34013208980000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,WINESBURG 210020     2A,2A,0,360683,1424
34013208990000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,WINESBURG 210020     3C,3C,0,249214,2850
34013209000000,2020,GULFPORT APPALACHIA LLC,BELMONT,WASHINGTON,WINESBURG 210020     1B,1B,0,185343,1422
34013209010000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B W RCH BL     3H-A,3H-A,0,213546,750
34013209020000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,BOUNTY HUNTER     2H,2H,0,856994,16818
34013209030000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,BOUNTY HUNTER     4H,4H,0,726795,14298
34013209040000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,BOUNTY HUNTER     6H,6H,0,508350,10137
34013209050000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,BOUNTY HUNTER     8H,8H,0,268332,5612
34013209070000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT S WHL BL     2H,2H,0,790741,4324
34013209080000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT S WHL BL     4H,4H,0,610189,2248
34013209140000,2020,XTO ENERGY INC.,BELMONT,RICHLAND,KURTH UNIT A     4H,4H,0,731998,3728
34013209150000,2020,XTO ENERGY INC.,BELMONT,RICHLAND,KURTH UNIT C     6H,6H,0,629494,2450
34013209170000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,JADE 210274     2B,2B,1,428937,2357
34013209180000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,JADE 210274     1C,1C,1,544894,2291
34013209190000,2020,GULFPORT APPALACHIA LLC,BELMONT,KIRKWOOD,JADE 210274     3A,3A,1,488746,2125
34013209230000,2020,ANTERO RESOURCES  CORPORATION,BELMONT,KIRKWOOD,HORSESHOE UNIT     1H,1H,0,0,0
34013209240000,2020,XTO ENERGY INC.,BELMONT,YORK,KASETA UNIT     9H,9H,0,175406,2754
34013209260000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,PANG WHL BL     2H,2H,0,650954,2598
34013209280000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,PANG WHL BL     4H,4H,0,361472,1447
34013209290000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,PANG WHL BL     6H,6H,0,400788,1636
34013209360000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,EMERSYN E RCH BL     3H,3H,0,816652,2383
34013209370000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,EMERSYN W RCH BL     1H,1H,0,565031,3623
34013209380000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,FINNEY PES BL     1H,1H,0,883685,8283
34013209390000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT N WHL BL     1H,1H,0,651816,1403
34013209410000,2020,RICE DRILLING D LLC,BELMONT,YORK,SPITFIRE     1H,1H,0,662438,29514
34013209420000,2020,RICE DRILLING D LLC,BELMONT,YORK,SPITFIRE     3H,3H,0,404597,17781
34013209460000,2020,RICE DRILLING D LLC,BELMONT,YORK,BIG DAWG     5H,5H,0,560283,22824
34013209480000,2020,RICE DRILLING D LLC,BELMONT,YORK,BIG DAWG     7H,7H,0,697149,29387
34013209490000,2020,XTO ENERGY INC.,BELMONT,MEAD,HELLER UNIT A     2H,2H,0,746705,9069
34013209500000,2020,XTO ENERGY INC.,BELMONT,WASHINGTON,BAUMBERGER UNIT     5H,5H,0,406613,5555
34013209510000,2020,XTO ENERGY INC.,BELMONT,MEAD,HELLER UNIT B     6H,6H,0,1261168,6393
34013209520000,2020,RICE DRILLING D LLC,BELMONT,SMITH,THRASHER     1H,1H,0,775568,13548
34013209550000,2020,RICE DRILLING D LLC,BELMONT,SMITH,THRASHER     5H,5H,0,899719,14800
34013209560000,2020,RICE DRILLING D LLC,BELMONT,SMITH,THRASHER     3H,3H,0,753233,12266
34013209570000,2020,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT N WHL BL     3H-A,3H-A,0,854818,1969
34013209580000,2020,RICE DRILLING D LLC,BELMONT,GOSHEN,IRON WARRIOR     2H,2H,0,1287659,20631
