API WELL  NUMBER,Production Year,OWNER NAME,COUNTY,TOWNSHIP,WELL NAME,WELL NUMBER,OIL,GAS,BRINE
34059245620000,2020,UTICA RESOURCE OPERATING LLC,GUERNSEY,WILLS,JOHNSON     1H,1H,77656,343239,12044
34059245630000,2020,ASCENT RESOURCES UTICA LLC,GUERNSEY,OXFORD,TARPLEY OXF GR     5H,5H,172362,989331,61357
34059245640000,2020,ASCENT RESOURCES UTICA LLC,GUERNSEY,OXFORD,TARPLEY OXF GR     3H,3H,199089,1204233,61175
34059245650000,2020,ASCENT RESOURCES UTICA LLC,GUERNSEY,OXFORD,TARPLEY OXF GR     1H,1H,253610,1404366,59008
34059245720000,2020,ASCENT RESOURCES UTICA LLC,GUERNSEY,LONDONDERRY,HENRY LND GR     2H,2H,73877,337355,18529
34059245730000,2020,ASCENT RESOURCES UTICA LLC,GUERNSEY,LONDONDERRY,HENRY LND GR     4H,4H,80496,371516,16320
34059245740000,2020,ASCENT RESOURCES UTICA LLC,GUERNSEY,LONDONDERRY,HENRY LND GR     6H,6H,101386,426416,12306
34059245760000,2020,UTICA RESOURCE OPERATING LLC,GUERNSEY,WILLS,JOHNSON     5H,5H,69567,281698,9942
34059245770000,2020,UTICA RESOURCE OPERATING LLC,GUERNSEY,WILLS,CUNNINGHAM WEST UNIT     3H,3H,90459,330665,14996
34067210570100,2020,EAP OHIO LLC,HARRISON,ARCHER,NORTH AMERICAN COAL ROYALTY CO BUELL     8H,8H,194,339395,3979
34067210620100,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,WAGNER     1-28H,1-28H,77,190409,1843
34067210630100,2020,EAP OHIO LLC,HARRISON,STOCK,STUART HENDERSON 11-12-6     3H,3H,3941,31451,1019
34067210640000,2020,EAP OHIO LLC,HARRISON,STOCK,STUART HENDERSON 11-12-6     1H,1H,5219,62544,507
34067210650100,2020,GULFPORT APPALACHIA LLC,HARRISON,NOTTINGHAM,BOY SCOUT     1-33H,1-33H,20078,134813,3256
34067210670000,2020,EAP OHIO LLC,HARRISON,ARCHER,BUELL 10-11-5     10H,10H,0,2788784,21169
34067210680000,2020,EAP OHIO LLC,HARRISON,STOCK,HENDERSON SOUTH 10-12-6     5H,5H,4097,56254,2026
34067210690000,2020,EAP OHIO LLC,HARRISON,STOCK,HENDERSON SOUTH 10-12-6     1H,1H,13982,98068,33348
34067210700000,2020,EAP OHIO LLC,HARRISON,STOCK,RENSI 4-12-6     1H,1H,4420,74241,647
34067210710100,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,RYSER     1-25H,1-25H,1932,49041,1097
34067210720100,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,BK STEPHENS     1-16H,1-16H,1129,74283,497
34067210730000,2020,EAP OHIO LLC,HARRISON,STOCK,ADDY 9-12-6     5H,5H,10784,66690,19593
34067210740100,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,ALPHA ATH HR     2H,2H,833,270206,4383
34067210750000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,GREEN,ALAMO GRN HR     1H,1H,0,683354,9044
34067210760000,2020,EAP OHIO LLC,HARRISON,STOCK,ADDY 9-12-6     3H,3H,8731,62859,2294
34067210780100,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,CLAY     1-4H,1-4H,735,32888,416
34067210790100,2020,EAP OHIO LLC,HARRISON,RUMLEY,GOTSHALL 14-12-5     3H,3H,976,96339,756
34067210800000,2020,EAP OHIO LLC,HARRISON,GERMAN,DAWSON 8-11-4     5H,5H,0,68100,2087
34067210820100,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,ACE W CDZ HR     4H,4H,982,183251,1036
34067210850000,2020,EAP OHIO LLC,HARRISON,RUMLEY,GOTSHALL 14-12-5     1H,1H,1172,117160,881
34067210860000,2020,EAP OHIO LLC,HARRISON,STOCK,RENSI SOUTH 4-12-6     6H,6H,5006,84457,758
34067210870000,2020,EAP OHIO LLC,HARRISON,RUMLEY,GOTSHALL 14-12-5     5H,5H,943,129666,2167
34067210880000,2020,GULFPORT APPALACHIA LLC,HARRISON,WASHINGTON,LYON     1-27H,1-27H,3478,40500,393
34067210890100,2020,CHEVRON APPALACHIA LLC,HARRISON,WASHINGTON,KINSEY     2-24HD,2-24HD,4902,75947,820
34067210900000,2020,CHEVRON APPALACHIA LLC,HARRISON,WASHINGTON,KINSEY     1-24 HD,1-24 HD,4696,53474,1139
34067210910100,2020,ATLAS NOBLE LLC,HARRISON,NORTH,REESE/CRAMBLETT     1H,1H,4420,50821,1488
34067210920000,2020,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     8H,8H,2611,279330,5718
34067210930000,2020,EAP OHIO LLC,HARRISON,STOCK,ADDY 9-12-6     1H,1H,8554,50501,10355
34067210940000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,STOUT     1-28H,1-28H,1694,49853,8
34067210960000,2020,GULFPORT APPALACHIA LLC,HARRISON,NOTTINGHAM,BOY SCOUT     2-33H,2-33H,3127,24797,4085
34067210970000,2020,GULFPORT APPALACHIA LLC,HARRISON,NOTTINGHAM,BOY SCOUT     5-33H,5-33H,5331,47265,2407
34067210980000,2020,ATLAS NOBLE LLC,HARRISON,NORTH,REESE/CRAMBLETT     5H,5H,5626,63376,1892
34067210990000,2020,ATLAS NOBLE LLC,HARRISON,NORTH,REESE/CRAMBLETT     4H,4H,3206,35260,1206
34067211000000,2020,ATLAS NOBLE LLC,HARRISON,NORTH,REESE/CRAMBLETT     3H,3H,5242,59237,1732
34067211010000,2020,ATLAS NOBLE LLC,HARRISON,NORTH,REESE/CRAMBLETT     2H,2H,6452,79679,2080
34067211020000,2020,EAP OHIO LLC,HARRISON,STOCK,RENSI 4-12-6     3H,3H,4049,76104,1468
34067211030000,2020,EAP OHIO LLC,HARRISON,STOCK,RENSI 4-12-6     5H,5H,3635,68497,1267
34067211060000,2020,GULFPORT APPALACHIA LLC,HARRISON,NOTTINGHAM,BOY SCOUT     4-33H,4-33H,6878,87826,1078
34067211080000,2020,EAP OHIO LLC,HARRISON,RUMLEY,LONG 21-12-5     8H,8H,1735,185528,1439
34067211090000,2020,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     5H,5H,2400,85621,3923
34067211100000,2020,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     3H,3H,2622,93927,2039
34067211110000,2020,EAP OHIO LLC,HARRISON,STOCK,RENSI SOUTH 4-12-6     10H,10H,2912,70660,899
34067211120000,2020,EAP OHIO LLC,HARRISON,STOCK,RENSI SOUTH 4-12-6     8H,8H,4903,82105,1223
34067211130000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,BK STEPHENS     2-16H,2-16H,1251,55165,540
34067211140000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,ALPHA ATH HR     4H,4H,1096,378839,6057
34067211150000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,RYSER     2-25H,2-25H,1626,45419,756
34067211160000,2020,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     1H,1H,2298,113500,1924
34067211170000,2020,GULFPORT APPALACHIA LLC,HARRISON,WASHINGTON,LYON     2-27H,2-27H,2859,31932,618
34067211180000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,STOUT     2-28H,2-28H,1681,77246,925
34067211190000,2020,EAP OHIO LLC,HARRISON,RUMLEY,STEWART 12-11-5     3H,3H,352,98949,1037
34067211200000,2020,EAP OHIO LLC,HARRISON,RUMLEY,STEWART 12-11-5     5H,5H,112,175039,1591
34067211210000,2020,EAP OHIO LLC,HARRISON,STOCK,KIDD 21-12-6     3H,3H,7506,49254,1851
34067211220000,2020,EAP OHIO LLC,HARRISON,STOCK,KIDD 21-12-6     5H,5H,12975,69349,30130
34067211240000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,SHORT CREEK,CRAVAT COAL SHC HR     2H,2H,0,445522,57
34067211250000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,RYSER     3-25H,3-25H,2231,77750,1164
34067211260000,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,WAGNER     2-28H,2-28H,82,228506,1914
34067211270000,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,WAGNER     3-28H,3-28H,86,230658,1864
34067211290000,2020,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     3H,3H,808,265229,2053
34067211300000,2020,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     6H,6H,697,310942,3816
34067211310000,2020,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     5H,5H,1043,261154,1245
34067211320000,2020,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     8H,8H,224,333757,4735
34067211330000,2020,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     10H,10H,306,243140,2424
34067211340000,2020,EAP OHIO LLC,HARRISON,ARCHER,NM HARRISON 16-11-5     1H,1H,1417,442028,5484
34067211350000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,ALPHA ATH HR     6H,6H,1540,547658,10741
34067211360000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,BK STEPHENS     3-16H,3-16H,1274,85071,555
34067211390000,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,CLAY     2-4H,2-4H,952,47390,952
34067211400000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,RYSER     4-25H,4-25H,2301,65057,893
34067211410000,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,CLAY     3-4H,3-4H,1145,71704,657
34067211420000,2020,EAP OHIO LLC,HARRISON,RUMLEY,RUBY 15-12-5     8H,8H,514,202764,1759
34067211430000,2020,EAP OHIO LLC,HARRISON,RUMLEY,RUBY 15-12-5     3H,3H,1760,358778,919
34067211440000,2020,EAP OHIO LLC,HARRISON,RUMLEY,RUBY 15-12-5     6H,6H,959,307158,1406
34067211450000,2020,EAP OHIO LLC,HARRISON,RUMLEY,RUBY 15-12-5     1H,1H,2138,317665,3332
34067211480000,2020,EAP OHIO LLC,HARRISON,RUMLEY,STEWART 12-11-5     1H,1H,308,190080,434
34067211510000,2020,EAP OHIO LLC,HARRISON,GERMAN,ERICSON 11-10-4     5H,5H,0,379628,2620
34067211520000,2020,EAP OHIO LLC,HARRISON,GERMAN,ERICSON 11-10-4     6H,6H,0,181452,426
34067211550000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,GUSTINA-BEAR     1-23H,1-23H,2825,112688,370
34067211560000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,GUSTINA-BEAR     2-23H,2-23H,640,112170,281
34067211570000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,GUSTINA-BEAR     3-23H,3-23H,819,79527,213
34067211580000,2020,GULFPORT APPALACHIA LLC,HARRISON,WASHINGTON,LYON     3-27H,3-27H,2986,38213,723
34067211590000,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,CLAY     4-4H,4-4H,959,35251,906
34067211600000,2020,CHEVRON APPALACHIA LLC,HARRISON,MONROE,WAGNER     1-18HD,1-18HD,6399,87643,2154
34067211610100,2020,CHEVRON APPALACHIA LLC,HARRISON,MONROE,WAGNER     2-18HD,2-18HD,5772,84229,1880
34067211620000,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,DARLA     3-22H,3-22H,129,149842,487
34067211630000,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,DARLA     1-22H,1-22H,212,230402,1936
34067211640000,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,DARLA     2-22H,2-22H,91,228724,942
34067211690000,2020,EAP OHIO LLC,HARRISON,GERMAN,HANCHIN 9-11-4     3H,3H,0,4628924,85952
34067211720000,2020,EAP OHIO LLC,HARRISON,NORTH,WILLIAM PHILLIPS 1-13-6     3H,3H,5760,127959,1089
34067211730000,2020,EAP OHIO LLC,HARRISON,NORTH,WILLIAM PHILLIPS 1-13-6     1H,1H,8967,125107,1262
34067211740000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     1H,1H,5313,55720,118
34067211750000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     8H,8H,6384,79584,1273
34067211760000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     12H,12H,5076,82425,1261
34067211770000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     10H,10H,3930,70596,858
34067211780000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     5H,5H,7593,96178,2440
34067211790000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     3H,3H,6005,70336,1922
34067211800000,2020,EAP OHIO LLC,HARRISON,NORTH,VALDINGER 12-12-6     7H,7H,8557,107578,1722
34067211810000,2020,EAP OHIO LLC,HARRISON,NORTH,WILLIAM PHILLIPS 1-13-6     5H,5H,6506,127765,2761
34067211820000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,BEACON CDZ HR     4H,4H,125,603877,2741
34067211830000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,PUSKARICH     3-18H,3-18H,3109,196875,854
34067211850000,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,MILLIKEN     1-4H,1-4H,3646,106486,1160
34067211860000,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,MILLIKEN     2-4H,2-4H,4419,74900,457
34067211870000,2020,GULFPORT APPALACHIA LLC,HARRISON,FREEPORT,MILLIKEN     3-4H,3-4H,2655,98774,809
34067211880000,2020,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     3H,3H,5347,122057,2831
34067211890000,2020,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     5H,5H,4998,139106,3775
34067211900000,2020,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     6H,6H,6877,140920,1749
34067211910000,2020,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     8H,8H,3773,166778,3755
34067211920000,2020,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     10H,10H,4068,146352,2452
34067211930000,2020,EAP OHIO LLC,HARRISON,STOCK,WRIGHT 35-11-5     1H,1H,6692,123909,2507
34067211940000,2020,EAP OHIO LLC,HARRISON,NORTH,ROGERS 27-12-5     3H,3H,4529,251926,1415
34067211950000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,BEACON CDZ HR     2H,2H,58,290649,1298
34067211960000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ARCHER,ABLE ARC HR     1H,1H,13,266603,1091
34067211970000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,BEACON CDZ HR     10H,10H,51,273004,1184
34067211980000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,BEACON CDZ HR     6H,6H,109,552367,2395
34067211990000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,BEACON CDZ HR     8H,8H,79,401900,1992
34067212010000,2020,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     10H (8),10H (8),905,204624,525
34067212020000,2020,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     1H (3),1H (3),3345,151048,1238
34067212030000,2020,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     3H (5),3H (5),2439,153714,3605
34067212040000,2020,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     5H (10H),5H (10H),2536,167406,5110
34067212050000,2020,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     6H (1),6H (1),2305,244589,899
34067212060000,2020,EAP OHIO LLC,HARRISON,ARCHER,HELEN HALTER 23-11-5     8H (6H),8H (6H),1032,166100,2258
34067212090000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,PUSKARICH     1-18H,1-18H,2889,155744,829
34067212110000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ARCHER,ABLE ARC HR     3H,3H,20,380177,1554
34067212120000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ARCHER,ABLE ARC HR     7H,7H,15,291603,1194
34067212130000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ARCHER,ABLE ARC HR     5H,5H,9,171509,695
34067212140000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,BRAVO ATH HR     7H,7H,105,707349,5871
34067212150000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,BRAVO ATH HR     5H,5H,132,859855,7227
34067212160000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,BRAVO ATH HR     3H,3H,116,765570,6369
34067212170000,2020,GULFPORT APPALACHIA LLC,HARRISON,ATHENS,WAGNER     4-28 H,4-28 H,163,415324,1480
34067212180000,2020,EAP OHIO LLC,HARRISON,RUMLEY,LONG 21-12-5     6H,6H,1410,112141,13462
34067212190000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,BRAVO ATH HR     1H,1H,38,205861,1910
34067212200000,2020,EAP OHIO LLC,HARRISON,RUMLEY,LONG 21-12-5     7H,7H,995,134435,3849
34067212210000,2020,EAP OHIO LLC,HARRISON,NORTH,DEMIS 12-12-6     2H (1H),2H (1H),13501,151552,3628
34067212220000,2020,EAP OHIO LLC,HARRISON,NORTH,DEMIS 12-12-6     4H (5H),4H (5H),14141,126109,5441
34067212230000,2020,EAP OHIO LLC,HARRISON,NORTH,DEMIS 12-12-6     3H,3H,11642,160733,6067
34067212280000,2020,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     8H,8H,1383,154225,2074
34067212290000,2020,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     6H,6H,1499,199703,3729
34067212300000,2020,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     5H,5H,6371,214816,3239
34067212310000,2020,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     3H,3H,4258,176297,2369
34067212320000,2020,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     10H,10H,2568,227570,2798
34067212330000,2020,EAP OHIO LLC,HARRISON,NORTH,KLODT 29-11-5     1H,1H,5576,177215,3921
34067212340000,2020,EAP OHIO LLC,HARRISON,RUMLEY,ARBAUGH 31-11-4     1H,1H,0,360672,3544
34067212350100,2020,CHEVRON APPALACHIA LLC,HARRISON,FREEPORT,E CLARK SOUTH     7-25HD,7-25HD,12997,112455,1413
34067212370000,2020,CHEVRON APPALACHIA LLC,HARRISON,FREEPORT,E CLARK SOUTH     5-25HD,5-25HD,16982,177996,1167
34067212390000,2020,EAP OHIO LLC,HARRISON,RUMLEY,ARBAUGH 31-11-4     5H,5H,0,165531,1329
34067212430000,2020,EAP OHIO LLC,HARRISON,RUMLEY,ARBAUGH 31-11-4     3H,3H,17,258084,2428
34067212440100,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER UNIT     10H,10H,3714,102078,2304
34067212450100,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER UNIT     8H,8H,3709,124112,2166
34067212460100,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER UNIT     6H,6H,3207,122569,2232
34067212470100,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER UNIT     2H,2H,7897,145021,2213
34067212480100,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER UNIT     4H,4H,3597,113099,2553
34067212490000,2020,EAP OHIO LLC,HARRISON,NORTH,ROGERS 27-12-5     1H,1H,4819,170418,976
34067212500000,2020,EAP OHIO LLC,HARRISON,NORTH,ROGERS 27-12-5     5H,5H,3987,182599,725
34067212510000,2020,EAP OHIO LLC,HARRISON,NORTH,ROGERS 27-12-5     7H,7H,3647,170967,1035
34067212530000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER FARMS UNIT     7H,7H,4296,134816,193
34067212540000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER FARMS UNIT     5H,5H,2540,134348,3129
34067212550000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER FARMS UNIT     3H,3H,1562,91850,5110
34067212560000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER FARMS UNIT     9H,9H,2660,126280,2130
34067212570100,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MIZER FARMS UNIT     1H,1H,4730,118002,9306
34067212580000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH CONOTTON W MRF HR     2H,2H,3380,195226,4730
34067212590000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,NOTTINGHAM,JONES N NTG HR     5H,5H,5382,84277,436
34067212610000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,MICHAEL     1-23H,1-23H,3473,280331,834
34067212640000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,NOTTINGHAM,JONES N NTG HR     7H,7H,7852,88042,629
34067212650000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,NOTTINGHAM,JONES N NTG HR     1H,1H,10781,98667,647
34067212660000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,NOTTINGHAM,JONES N NTG HR     3H,3H,6397,78666,2200
34067212670000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,NOTTINGHAM,JONES N NTG HR     9H,9H,7290,70974,1289
34067212700000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH TARBERT MRF HR     3H,3H,2485,134335,1888
34067212710000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH TARBERT MRF HR     5H,5H,2999,116151,1861
34067212720000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH TARBERT MRF HR     1H,1H,4744,118693,1273
34067212730000,2020,EAP OHIO LLC,HARRISON,NORTH,TRUSHELL 8-13-6     1H,1H,10094,151501,3389
34067212740000,2020,EAP OHIO LLC,HARRISON,NORTH,TRUSHELL 8-13-6     3H,3H,9136,136739,3974
34067212750000,2020,EAP OHIO LLC,HARRISON,NORTH,TRUSHELL 8-13-6     5H,5H,10607,121379,2016
34067212760000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH HAMILTON S MRF HR     2H,2H,4459,158550,1661
34067212780000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,DAVIDSON     1-36H,1-36H,5751,129910,1402
34067212790000,2020,GULFPORT APPALACHIA LLC,HARRISON,MOOREFIELD,DAVIDSON     2-36H,2-36H,3891,66746,1449
34067212810000,2020,EAP OHIO LLC,HARRISON,GERMAN,HALL 29-10-4     3H,3H,0,338398,4766
34067212820000,2020,EAP OHIO LLC,HARRISON,GERMAN,HALL 29-10-4     6H,6H,0,527523,2105
34067212840000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MADZIA UNIT     10H,10H,2485,125249,11059
34067212850000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MADZIA UNIT     6H,6H,2185,216933,3273
34067212860000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MADZIA UNIT     8H,8H,2047,194023,5716
34067212870000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MADZIA UNIT     4H,4H,2390,192321,2864
34067212880000,2020,ECLIPSE RESOURCES I LP,HARRISON,STOCK,MADZIA UNIT     2H,2H,4439,230799,4034
34067212890000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,NOTTINGHAM,RH BSA S NTG HR     2H,2H,0,0,1
34067212900000,2020,EAP OHIO LLC,HARRISON,NORTH,YODER NORTH 33-12-5     3H,3H,5267,145103,2669
34067212910000,2020,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     6H,6H,2360,120486,23303
34067212920000,2020,EAP OHIO LLC,HARRISON,STOCK,DODSON 28-11-5     10H,10H,2635,361237,161
34067212940000,2020,EAP OHIO LLC,HARRISON,GERMAN,HALL 29-10-4     1H,1H,0,553174,1201
34067212950000,2020,EAP OHIO LLC,HARRISON,GERMAN,HALL 29-10-4     5H,5H,0,611971,1596
34067212970000,2020,EAP OHIO LLC,HARRISON,NORTH,YODER NORTH 33-12-5     1H,1H,3977,144569,1268
34067212980000,2020,EAP OHIO LLC,HARRISON,MONROE,BOWERSTON 21-13-6     10H,10H,23213,198038,5579
34067212990000,2020,EAP OHIO LLC,HARRISON,MONROE,BOWERSTON 21-13-6     8H,8H,14323,114020,1336
34067213000000,2020,EAP OHIO LLC,HARRISON,MONROE,BOWERSTON 21-13-6     6H,6H,16101,118286,2078
34067213010000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,CHARLEY ATH HR     2H,2H,232,352988,1617
34067213020000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,CHARLEY ATH HR     4H,4H,172,269582,1223
34067213030000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,CHARLEY ATH HR     6H,6H,151,231188,1063
34067213040000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,CHARLEY ATH HR     8H,8H,168,261726,1202
34067213050000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,CHARLEY ATH HR     10H,10H,237,352885,1621
34067213060000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,ATHENS,CHARLEY ATH HR     12H,12H,3,2368,9
34067213070000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,COBRA CDZ HR     1H,1H,335,643528,3420
34067213080000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,COBRA CDZ HR     7H,7H,185,354683,1885
34067213090000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,COBRA CDZ HR     9H,9H,287,557172,2952
34067213100000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,COBRA CDZ HR     5H,5H,168,328101,1723
34067213110000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,COBRA CDZ HR     3H,3H,219,414594,2225
34067213120000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH HAMILTON S MRF HR     4H,4H,2220,93820,1050
34067213130000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH HAMILTON S MRF HR     6H,6H,2345,108708,1249
34067213140000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH HAMILTON S MRF HR     8H,8H,2723,110881,2485
34067213150000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,MOOREFIELD,RH HAMILTON S MRF HR     10H,10H,3935,128043,3457
34067213160000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,DOMINO CDZ HR     10H,10H,55,688038,2933
34067213170000,2020,EAP OHIO LLC,HARRISON,NORTH,YODER 33-12-5     10H,10H,4854,287344,6319
34067213180100,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,DOMINO CDZ HR     2H-A,2H-A,35,440159,1872
34067213190000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,DOMINO CDZ HR     4H,4H,31,402426,1714
34067213200000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,DOMINO CDZ HR     6H,6H,38,469231,2006
34067213210000,2020,ASCENT RESOURCES UTICA LLC,HARRISON,CADIZ,DOMINO CDZ HR     8H,8H,33,397081,1696
